cell_id,family,version,method_id,method_label,variant,epoch,global_step,checkpoint_sha256,score_mode,score_label,success_count,episode_count,success_rate,success_rate_percent,training_seed,planning_seed,selection_sha256,action_normalization_sha256,training_commit,evaluation_commit,planning_horizon,g_first_weight,status,comparison_role,source_kind,source_path,source_results_sha256,source_protocol_sha256,outcomes_sha256
fixed_checkpoint_original_scores__legacy__e10__parallel_real__g_only,actor_free_td_lewm,legacy,actor_free_td_lewm,Parallel Real,parallel_real,10,127960,61b5614a7b9217e4b082b22d5168271c7a9248060774135e06d26c8792feb666,g_only,G-only,13,50,0.26,26.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,e895637d8c7e92ca82b3b4dbfcb3d8cd2f94b904,fa46ed99b705a8d476f23db1133419cbdfaffdb2,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/parallel_real/evaluations/g_only,0f0545301c487ce20bfb40c46eaa58114a6de42e1ebe34fb3643005ba423e30c,b319d690b810f34052998217d2dc44b98b4f148001f356a21e615e71f7a3ab78,12ce4acebc67119b6dfb92d25c74a541aa6782112d9b6514b78f1241e77caac0
fixed_checkpoint_original_scores__legacy__e10__parallel_real__f_plus_g,actor_free_td_lewm,legacy,actor_free_td_lewm,Parallel Real,parallel_real,10,127960,61b5614a7b9217e4b082b22d5168271c7a9248060774135e06d26c8792feb666,f_plus_g,F+G,22,50,0.44,44.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,e895637d8c7e92ca82b3b4dbfcb3d8cd2f94b904,e895637d8c7e92ca82b3b4dbfcb3d8cd2f94b904,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/parallel_real/evaluations/f_plus_g,fdb11662e6fcbac3ec2a7741aaab6aca3b6fbe899b4d03c3938bead2ad465345,fe4eb1be911ba741aa3c6d2e841725ced7accaaf80778bc90be6849972a8cf95,6a4985e7af461e44be273c39cbc8dac92f22258c177135311b648077ea583393
fixed_checkpoint_original_scores__legacy__e10__goal_hybrid__f_only,actor_free_td_lewm,legacy,actor_free_td_lewm,Goal Hybrid,goal_hybrid,10,127960,a746912bddd078c4a64ddb4845248721226db51b5636289562586258438b32d3,f_only,F-only,25,50,0.5,50.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,88ad2ec12c1d34e5a7308c97526463a67bb285be,fa46ed99b705a8d476f23db1133419cbdfaffdb2,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/goal_hybrid/evaluations/f_only,2910c898fe5b7c1974ea563c048c566c22ba81bfc46d3e6968ec897c87532d8e,831c677a70dd63c3766eca3044367eb7b809fdad713b85149c8db3a8d58a09be,5765eff2a768069e35bbcf6d9494e8a8eef455598c3fec7584246f04e672a795
fixed_checkpoint_original_scores__legacy__e10__goal_hybrid__g_only,actor_free_td_lewm,legacy,actor_free_td_lewm,Goal Hybrid,goal_hybrid,10,127960,a746912bddd078c4a64ddb4845248721226db51b5636289562586258438b32d3,g_only,G-only,19,50,0.38,38.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,88ad2ec12c1d34e5a7308c97526463a67bb285be,fa46ed99b705a8d476f23db1133419cbdfaffdb2,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/goal_hybrid/evaluations/g_only,e59eec1ce8313aa643c8ffb6f61399d0377b81a0ac671a556e2c40dca5c63b06,99bbf9534a9f35ecc5985d979cac64e23a49318672ea5c7da68106ee47f14667,18fd5006f0caee490426c783249aaaf38f1af2e7919544dae001eef519ee942c
fixed_checkpoint_original_scores__legacy__e10__goal_hybrid__f_plus_g,actor_free_td_lewm,legacy,actor_free_td_lewm,Goal Hybrid,goal_hybrid,10,127960,a746912bddd078c4a64ddb4845248721226db51b5636289562586258438b32d3,f_plus_g,F+G,19,50,0.38,38.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,88ad2ec12c1d34e5a7308c97526463a67bb285be,fa46ed99b705a8d476f23db1133419cbdfaffdb2,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/goal_hybrid/evaluations/f_plus_g,e01fc068334cc1b9a8008387b1971b70fb50203c6ef8fdc7d6b98e01f5e53c11,2a416f9ba7f808d8c79b2d6eaa418a0f8a057a4daefe420e4a394a09762227e8,f5feb3a14a67a3a956dec44b00ae274e25bd3c1df7590992c3e3525b932e678d
fixed_checkpoint_original_scores__legacy__e10__imaginary_hybrid__f_only,actor_free_td_lewm,legacy,actor_free_td_lewm,Imaginary Hybrid,imaginary_hybrid,10,127960,e7656fed92a0332e15be34cfdeaa91eb3726d401cdec1f0d7baa9fe796f94ea9,f_only,F-only,24,50,0.48,48.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,ea82e8f2984f7a006999135505645c0665b628ca,fa46ed99b705a8d476f23db1133419cbdfaffdb2,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/imaginary_hybrid/evaluations/f_only,575c7bbd2b04bb93e538793d0ca89dfc2bf252804c9f0088c49d1a965155d39f,44d41b7ed576ce007f815ec47f2a91e4e0fd2b8c7a4f73a591576856c6772553,e148cfab42d6a49a464807653e5da12acdcd061a552b731e09f879e57e093776
fixed_checkpoint_original_scores__legacy__e10__imaginary_hybrid__g_only,actor_free_td_lewm,legacy,actor_free_td_lewm,Imaginary Hybrid,imaginary_hybrid,10,127960,e7656fed92a0332e15be34cfdeaa91eb3726d401cdec1f0d7baa9fe796f94ea9,g_only,G-only,13,50,0.26,26.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,ea82e8f2984f7a006999135505645c0665b628ca,fa46ed99b705a8d476f23db1133419cbdfaffdb2,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/imaginary_hybrid/evaluations/g_only,065f3bbf4cd396d3f4d184ac6ec0f19c0d48f182f86478f63b900427d8c78342,696d5779d2bdfe4c875ce223ed62b20e21b879be613a654906e3865c8ff2572e,d0be2139fcf3397ed0651a8587655e5e61f08ab7374ed2408adddb008d30e1ac
fixed_checkpoint_original_scores__legacy__e10__imaginary_hybrid__f_plus_g,actor_free_td_lewm,legacy,actor_free_td_lewm,Imaginary Hybrid,imaginary_hybrid,10,127960,e7656fed92a0332e15be34cfdeaa91eb3726d401cdec1f0d7baa9fe796f94ea9,f_plus_g,F+G,23,50,0.46,46.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,ea82e8f2984f7a006999135505645c0665b628ca,fa46ed99b705a8d476f23db1133419cbdfaffdb2,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/imaginary_hybrid/evaluations/f_plus_g,b3711d312a96da5eaecf699d1a656de68ff14cc742968c3b34cc769fb2f267fd,6374c69d3d5d677b16720c089cce31e7c0106d39da8a823f676a3454f01ed13b,f6c6ab5d9bd700a4fa4e56ad9c871aff94852621e322692fe2953e098b66ae7e
fixed_checkpoint_original_scores__legacy__e10__direct_goal_hybrid__f_only,actor_free_td_lewm,legacy,actor_free_td_lewm,Direct Goal Critic Hybrid,direct_goal_hybrid,10,127960,b3345e9eefdb5ef2db825a95ab3080279d7ca9545e23e056831233aa498ce41b,f_only,F-only,22,50,0.44,44.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a1d98a2d0881c836638c5176469214f370695872,fa46ed99b705a8d476f23db1133419cbdfaffdb2,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/direct_goal_hybrid/evaluations/f_only,a6f746cc9a608ccbf1e78acd1ecd07fa6a362c739be4f800c7fef279709c3a63,c68364e8d03ed7608860c2e83ef6d985a8855eac8cb71e6ed66376cdd617db3d,212bf9e9bba22d38ddd981a80180440bb19c085c172c81882835647fe0374593
fixed_checkpoint_original_scores__legacy__e10__direct_goal_hybrid__c_only,actor_free_td_lewm,legacy,actor_free_td_lewm,Direct Goal Critic Hybrid,direct_goal_hybrid,10,127960,b3345e9eefdb5ef2db825a95ab3080279d7ca9545e23e056831233aa498ce41b,c_only,C-only,16,50,0.32,32.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a1d98a2d0881c836638c5176469214f370695872,fa46ed99b705a8d476f23db1133419cbdfaffdb2,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/direct_goal_hybrid/evaluations/c_only,073987c04d1aeb62ce2356d1e3dac93ecdf7759d7a8caf48a736d8b9c2b60124,a46255facf497b2d7c7777a36f457c695e429c80784f8f99143067786a69a345,4d5e0dc0ad7e7b751ec8af305f828519cd4955241c4ed68882fdccf32107959a
fixed_checkpoint_original_scores__legacy__e10__direct_goal_hybrid__f_plus_c,actor_free_td_lewm,legacy,actor_free_td_lewm,Direct Goal Critic Hybrid,direct_goal_hybrid,10,127960,b3345e9eefdb5ef2db825a95ab3080279d7ca9545e23e056831233aa498ce41b,f_plus_c,F+C,19,50,0.38,38.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,a1d98a2d0881c836638c5176469214f370695872,fa46ed99b705a8d476f23db1133419cbdfaffdb2,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/Users/wangjie/.codex/.chatgpt-projects/g-p-6a705f86be8c81919015a3f08810936a/artifacts/actor_free_td_lewm_final_lightweight_bundle_fa46ed9/methods/direct_goal_hybrid/evaluations/f_plus_c,9a884a28af2f5cd10d10a2480ce9a04ed36a35a14d0129e784d6583b2cb9a76a,31f0e84979a1d8b28acc54f971578461ce01280d3e58217d65c9074edee7181f,1ad7cdc30e5e14721b2aaf4512b8ea60ad5914d734ad2a6dbded3924d41e5c50
fixed_checkpoint_original_scores__v0__e10__c__f_only,actor_free_td_lewm_v0,v0,actor_free_td_lewm_v0_c,V0-C Goal-Projected TD,c,10,127960,282098cb541a3005b45c36b5fcfcdd4358b35f88bac62fe750368d0ec862bf23,f_only,F-only,23,50,0.46,46.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,79706d3d16bd845d74c6fc54bfef809aaa851b8b,b47bd533e104bbfcb244296374cb53a602671fcc,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/private/tmp/td-results-full.y1qTdB/v0/o50/c/f_only,aafd43fb55022ca8323b5049b8ea2eb4d42cfda243ddac00a1c7c2521f8d53d6,364db7139ef282a7b5b1f6248a0523bcabc25b0edbc8fb5a13c813b66ca9b1a8,925488767c22308e8e7a20403c1f773dd77bc096fa091032411c422ebd660868
fixed_checkpoint_original_scores__v0__e10__c__g_only,actor_free_td_lewm_v0,v0,actor_free_td_lewm_v0_c,V0-C Goal-Projected TD,c,10,127960,282098cb541a3005b45c36b5fcfcdd4358b35f88bac62fe750368d0ec862bf23,g_only,G-only,18,50,0.36,36.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,79706d3d16bd845d74c6fc54bfef809aaa851b8b,b47bd533e104bbfcb244296374cb53a602671fcc,1,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/private/tmp/td-results-full.y1qTdB/v0/o50/c/g_only,02cc364ce30e5150b57d655190e91444e995e1dd9e28f636ce7ddded7ecc409c,5c43532ca79ef91c77607996ac4d1009fbcc35ebe2ca93d20a744096397dfd17,122e12dc059cb671267e64554bbd4eca5e77e7070c6d85e1ed913e57503727b5
fixed_checkpoint_original_scores__v0__e10__c__f_plus_g,actor_free_td_lewm_v0,v0,actor_free_td_lewm_v0_c,V0-C Goal-Projected TD,c,10,127960,282098cb541a3005b45c36b5fcfcdd4358b35f88bac62fe750368d0ec862bf23,f_plus_g,F+G,24,50,0.48,48.0,3072,42,e46ea81cce2e6a9a5df05ba04893b4181cbd8979340111a012c30f1efa2d7ee7,57f4d3c252e1805f4af1f614d20d1d1a064fa0d1d463ed5eb8ecf9dfc2b1a723,79706d3d16bd845d74c6fc54bfef809aaa851b8b,b47bd533e104bbfcb244296374cb53a602671fcc,5,,VERIFIED,fixed_checkpoint_original_scores,raw_evaluation_crosschecked_by_locked_summary,/private/tmp/td-results-full.y1qTdB/v0/o50/c/f_plus_g,b20bc3acde08dcde9a0a87d9edda16289a721ee80dfd6cc0c86662802264e332,06ef6a35bff901e23e39ea1d26f93d01754480bb380f6490209bfc78b3e8e741,140ab0f0f226c4274322017868cb1cccf7c02adba9588dafa80a81d97420fefe
